,OPERATION_ID,ACTIVITY_ID,SECTION_ID,NON_COMPLIANCE_ID,STANDARD_NUMBER_DESCRIPTION,STANDARD_RISK_LEVEL,CORRECTED_AT_INSPECTION,CORRECTED_DATE,DATE_CORRECTION_VERIFIED,NARRATIVE,TECHNICAL_ASSISTANCE_GIVEN,OPERATION_TYPE,OPERATION_NUMBER,OPERATION_NAME,PROGRAMS_PROVIDED,LOCATION_ADDRESS,MAILING_ADDRESS,PHONE_NUMBER,COUNTY,WEBSITE_ADDRESS,ADMINISTRATOR_DIRECTOR_NAME,TYPE_OF_ISSUANCE,ISSUANCE_DATE,CONDITIONS_ON_PERMIT,ACCEPTS_CHILD_CARE_SUBSIDIES,HOURS_OF_OPERATION,DAYS_OF_OPERATION,OTHER_SCHEDULE_INFORMATION,TOTAL_CAPACITY,OPEN_FOSTER_HOMES,OPEN_BRANCH_OFFICES,LICENSED_TO_SERVE_AGES,CORRECTIVE_ACTION,ADVERSE_ACTION,TEMPORARILY_CLOSED,PROGRAMMATIC_SERVICES,TREATMENT_SERVICES,DEFICIENCY_HIGH,DEFICIENCY_MEDIUM_HIGH,DEFICIENCY_MEDIUM,DEFICIENCY_MEDIUM_LOW,DEFICIENCY_LOW,TOTAL_INSPECTIONS,TOTAL_ASSESSMENTS,TOTAL_REPORTS,TOTAL_SELF_REPORTS,Location_address_geo,email_address,ACTIVITY_DATE,ACTIVITY_TYPE,SELF_REPORT,VIOLATION_FOUND,potential_injury
10,165584,428418283,1881365620,1270174482,746.1316(a) - 746.1316(a) transportation safety training,Medium High,N,10/07/2016 12:00:00 AM,11/04/2016 12:00:00 AM,A driver did not have transportation training prior to transporting children in the vehicle.,NO,Licensed Center,549391,Malaika's Academy,"School Age Care,Before School Care,Children with Special Needs,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School",1121 S EWING AVE  DALLAS TX- 75216 1115,1121 S EWING AVE  DALLAS TX- 75216 1115,2149415112.0,DALLAS,,Royce Givens,Full Permit,09/27/2000,NO,Y,05:00 AM-07:00 PM,"Mon,Tue,Wed,Thu,Fri",,95.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,11,19,8,3,2,20,0,6,0,"1121 S EWING AVE DALLAS TX- 75216 1115
(32.735345, -96.811458)",roycegivens@ymail.com,10/05/2016 08:52:00 PM,REPORT,N,Yes,False
11,165584,428418283,1881365620,1270174491,746.5617(a)(6) - Required Equipment in Vehicles - First-aid Kit,High,N,11/03/2016 12:00:00 AM,11/16/2016 12:00:00 AM,There was no first aid kit inside the vehicle.,YES,Licensed Center,549391,Malaika's Academy,"School Age Care,Before School Care,Children with Special Needs,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School",1121 S EWING AVE  DALLAS TX- 75216 1115,1121 S EWING AVE  DALLAS TX- 75216 1115,2149415112.0,DALLAS,,Royce Givens,Full Permit,09/27/2000,NO,Y,05:00 AM-07:00 PM,"Mon,Tue,Wed,Thu,Fri",,95.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,11,19,8,3,2,20,0,6,0,"1121 S EWING AVE DALLAS TX- 75216 1115
(32.735345, -96.811458)",roycegivens@ymail.com,10/05/2016 08:52:00 PM,REPORT,N,Yes,False
12,165584,428418283,1881365620,1270174488,"746.1315(b) - One Employee at Center And With Each Group of Children Away from Center Must Have Current CPR for Infants, Children, and Adults",Medium High,N,11/03/2016 12:00:00 AM,11/16/2016 12:00:00 AM,The driver of a vehicle with a group of children did not have first aid CPR.,NO,Licensed Center,549391,Malaika's Academy,"School Age Care,Before School Care,Children with Special Needs,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School",1121 S EWING AVE  DALLAS TX- 75216 1115,1121 S EWING AVE  DALLAS TX- 75216 1115,2149415112.0,DALLAS,,Royce Givens,Full Permit,09/27/2000,NO,Y,05:00 AM-07:00 PM,"Mon,Tue,Wed,Thu,Fri",,95.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,11,19,8,3,2,20,0,6,0,"1121 S EWING AVE DALLAS TX- 75216 1115
(32.735345, -96.811458)",roycegivens@ymail.com,10/05/2016 08:52:00 PM,REPORT,N,Yes,False
13,165584,428418283,1881365620,1270174485,746.5607(a) - Safety Seat System - Secure Each Child,Medium High,N,10/06/2016 12:00:00 AM,11/04/2016 12:00:00 AM,A child being transported was not wearing a seatbelt.,YES,Licensed Center,549391,Malaika's Academy,"School Age Care,Before School Care,Children with Special Needs,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School",1121 S EWING AVE  DALLAS TX- 75216 1115,1121 S EWING AVE  DALLAS TX- 75216 1115,2149415112.0,DALLAS,,Royce Givens,Full Permit,09/27/2000,NO,Y,05:00 AM-07:00 PM,"Mon,Tue,Wed,Thu,Fri",,95.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,11,19,8,3,2,20,0,6,0,"1121 S EWING AVE DALLAS TX- 75216 1115
(32.735345, -96.811458)",roycegivens@ymail.com,10/05/2016 08:52:00 PM,REPORT,N,Yes,False
14,165584,428418283,1881365620,1270174490,746.5617(a)(5) - Required Equipment in Vehicles - Fire Extinguisher,High,N,11/03/2016 12:00:00 AM,11/16/2016 12:00:00 AM,The operation did not have a fire extinguisher inside the vehicle being used to transport children.,NO,Licensed Center,549391,Malaika's Academy,"School Age Care,Before School Care,Children with Special Needs,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School",1121 S EWING AVE  DALLAS TX- 75216 1115,1121 S EWING AVE  DALLAS TX- 75216 1115,2149415112.0,DALLAS,,Royce Givens,Full Permit,09/27/2000,NO,Y,05:00 AM-07:00 PM,"Mon,Tue,Wed,Thu,Fri",,95.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,11,19,8,3,2,20,0,6,0,"1121 S EWING AVE DALLAS TX- 75216 1115
(32.735345, -96.811458)",roycegivens@ymail.com,10/05/2016 08:52:00 PM,REPORT,N,Yes,False
15,96579,428412673,1881360091,1270100563,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,High,N,08/24/2017 12:00:00 AM,09/01/2017 12:00:00 AM,Children in care are disciplined by being spanked by the caregiver with a hand or belt.,NO,Licensed Center,126979,Aunt Faye Early Learning Academy,"After School Care,Part Time Care,Transportation to/from School ,Field Trips",2638 S BECKLEY AVE  DALLAS TX- 75224 2936,2638 S BECKLEY AVE  DALLAS TX- 75224 2936,2149488684.0,DALLAS,,Shaniqua Robinson,Full Permit,03/03/1986,NO,Y,06:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,49.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,0,0,0,0,6,0,0,1,"2638 S BECKLEY AVE DALLAS TX- 75224 2936
(32.715474, -96.822928)",,07/28/2017 10:35:00 AM,REPORT,Y,Yes,False
16,96579,428412673,1881360091,1270100561,"746.1201(1) - Responsibilities of Employees and Caregivers -Demonstrate Competency, Good Judgment, Self-control",High,N,08/24/2017 12:00:00 AM,09/01/2017 12:00:00 AM,A caregiver did not use self-control when the caregiver was part of an altercation with another parent.  The adults were yelling and physically fighting with each other.  Both adults obtained injuries.  Children were in close proximity to the altercation.  Children in care heard and saw some of the incident.,NO,Licensed Center,126979,Aunt Faye Early Learning Academy,"After School Care,Part Time Care,Transportation to/from School ,Field Trips",2638 S BECKLEY AVE  DALLAS TX- 75224 2936,2638 S BECKLEY AVE  DALLAS TX- 75224 2936,2149488684.0,DALLAS,,Shaniqua Robinson,Full Permit,03/03/1986,NO,Y,06:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,49.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,0,0,0,0,6,0,0,1,"2638 S BECKLEY AVE DALLAS TX- 75224 2936
(32.715474, -96.822928)",,07/28/2017 10:35:00 AM,REPORT,Y,Yes,True
17,96579,428412673,1881360091,1270100562,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",High,N,08/24/2017 12:00:00 AM,09/01/2017 12:00:00 AM,A child was disciplined by being pinched on the arm.,NO,Licensed Center,126979,Aunt Faye Early Learning Academy,"After School Care,Part Time Care,Transportation to/from School ,Field Trips",2638 S BECKLEY AVE  DALLAS TX- 75224 2936,2638 S BECKLEY AVE  DALLAS TX- 75224 2936,2149488684.0,DALLAS,,Shaniqua Robinson,Full Permit,03/03/1986,NO,Y,06:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,49.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,0,0,0,0,6,0,0,1,"2638 S BECKLEY AVE DALLAS TX- 75224 2936
(32.715474, -96.822928)",,07/28/2017 10:35:00 AM,REPORT,Y,Yes,False
18,281900,428353511,1880993437,1270009104,746.5617(a)(6) - Required Equipment in Vehicles - First-aid Kit,High,N,10/26/2016 12:00:00 AM,11/10/2016 12:00:00 AM,Bus 3 did not have a first aid kit on the bus.,NO,Licensed Center,853793,Peaceful Images Child Development Center LLC,"Before School Care,After School Care,Transportation to/from School ,Field Trips,Night Care",875 W PLEASANT RUN RD  LANCASTER TX- 75146 1445,875 W PLEASANT RUN RD  LANCASTER TX- 75146 1445,9722277877.0,DALLAS,,LaQuincy Lewis,Full Permit,11/03/2005,NO,Y,12:00 AM-12:00 AM,"Mon,Tue,Wed,Thu,Fri",,72.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,15,14,3,1,0,23,0,4,3,"875 W PLEASANT RUN RD LANCASTER TX- 75146 1445
(32.605152, -96.773889)",roymack24078@sbcglobal.net,10/26/2016 08:15:00 AM,INSPECTION,,Yes,False
19,281900,428353511,1880993439,1270041574,746.4003(a) - First Aid Kit - Incomplete Kit,Medium,N,10/26/2016 12:00:00 AM,11/10/2016 12:00:00 AM,Two buses have incomplete first aid kits.,YES,Licensed Center,853793,Peaceful Images Child Development Center LLC,"Before School Care,After School Care,Transportation to/from School ,Field Trips,Night Care",875 W PLEASANT RUN RD  LANCASTER TX- 75146 1445,875 W PLEASANT RUN RD  LANCASTER TX- 75146 1445,9722277877.0,DALLAS,,LaQuincy Lewis,Full Permit,11/03/2005,NO,Y,12:00 AM-12:00 AM,"Mon,Tue,Wed,Thu,Fri",,72.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,15,14,3,1,0,23,0,4,3,"875 W PLEASANT RUN RD LANCASTER TX- 75146 1445
(32.605152, -96.773889)",roymack24078@sbcglobal.net,10/26/2016 08:15:00 AM,INSPECTION,,Yes,False
20,281900,428353511,1880993440,1270009103,746.5205(2) - Sheltering Drill For Severe Weather-Four times a calendar year,Medium High,N,10/26/2016 12:00:00 AM,11/10/2016 12:00:00 AM,The operation has not had a severe weather drill this year.,YES,Licensed Center,853793,Peaceful Images Child Development Center LLC,"Before School Care,After School Care,Transportation to/from School ,Field Trips,Night Care",875 W PLEASANT RUN RD  LANCASTER TX- 75146 1445,875 W PLEASANT RUN RD  LANCASTER TX- 75146 1445,9722277877.0,DALLAS,,LaQuincy Lewis,Full Permit,11/03/2005,NO,Y,12:00 AM-12:00 AM,"Mon,Tue,Wed,Thu,Fri",,72.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,15,14,3,1,0,23,0,4,3,"875 W PLEASANT RUN RD LANCASTER TX- 75146 1445
(32.605152, -96.773889)",roymack24078@sbcglobal.net,10/26/2016 08:15:00 AM,INSPECTION,,Yes,False
21,281900,428353511,1880993438,1269878606,"746.3407 - Maintenance of Building, Grounds and Equipment",Medium High,N,11/08/2016 12:00:00 AM,11/10/2016 12:00:00 AM,Three of the vehicles have torn seat exposing stuffing and metal framework. This could present a risk of injury to children while being transported.,YES,Licensed Center,853793,Peaceful Images Child Development Center LLC,"Before School Care,After School Care,Transportation to/from School ,Field Trips,Night Care",875 W PLEASANT RUN RD  LANCASTER TX- 75146 1445,875 W PLEASANT RUN RD  LANCASTER TX- 75146 1445,9722277877.0,DALLAS,,LaQuincy Lewis,Full Permit,11/03/2005,NO,Y,12:00 AM-12:00 AM,"Mon,Tue,Wed,Thu,Fri",,72.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,15,14,3,1,0,23,0,4,3,"875 W PLEASANT RUN RD LANCASTER TX- 75146 1445
(32.605152, -96.773889)",roymack24078@sbcglobal.net,10/26/2016 08:15:00 AM,INSPECTION,,Yes,True
22,281900,428353513,1880993448,1269940785,746.5205(2) - Sheltering Drill For Severe Weather-Four times a calendar year,Medium High,N,11/14/2016 12:00:00 AM,11/22/2016 12:00:00 AM,There has not had a severe weather drill since the last inspection.     The operation has not had a severe weather drill this year.,YES,Licensed Center,853793,Peaceful Images Child Development Center LLC,"Before School Care,After School Care,Transportation to/from School ,Field Trips,Night Care",875 W PLEASANT RUN RD  LANCASTER TX- 75146 1445,875 W PLEASANT RUN RD  LANCASTER TX- 75146 1445,9722277877.0,DALLAS,,LaQuincy Lewis,Full Permit,11/03/2005,NO,Y,12:00 AM-12:00 AM,"Mon,Tue,Wed,Thu,Fri",,72.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,15,14,3,1,0,23,0,4,3,"875 W PLEASANT RUN RD LANCASTER TX- 75146 1445
(32.605152, -96.773889)",roymack24078@sbcglobal.net,11/10/2016 06:05:00 PM,INSPECTION,,Yes,False
23,281900,428353513,1880993448,1270071267,"746.3407 - Maintenance of Building, Grounds and Equipment",Medium High,N,12/15/2016 12:00:00 AM,12/15/2016 12:00:00 AM,There are two buses that still have exposed stuffing with torn seats.     Three of the vehicles have torn seat exposing stuffing and metal framework. This could present a risk of injury to children while being transported.,NO,Licensed Center,853793,Peaceful Images Child Development Center LLC,"Before School Care,After School Care,Transportation to/from School ,Field Trips,Night Care",875 W PLEASANT RUN RD  LANCASTER TX- 75146 1445,875 W PLEASANT RUN RD  LANCASTER TX- 75146 1445,9722277877.0,DALLAS,,LaQuincy Lewis,Full Permit,11/03/2005,NO,Y,12:00 AM-12:00 AM,"Mon,Tue,Wed,Thu,Fri",,72.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,15,14,3,1,0,23,0,4,3,"875 W PLEASANT RUN RD LANCASTER TX- 75146 1445
(32.605152, -96.773889)",roymack24078@sbcglobal.net,11/10/2016 06:05:00 PM,INSPECTION,,Yes,True
24,318135,428424502,1881371707,1270161755,746.701(1) - Licensing Incident/Illness Report Form - Injuries Requiring Medical Attention,Medium,N,12/20/2017 12:00:00 AM,01/03/2018 12:00:00 AM,An incident report was not completed for an incident requiring medical attention.,NO,Licensed Center,874676,Kids R Kids Cole's Crossing,"After School Care,Drop-In Care,Skill Classes,Part Time Care,Transportation to/from School ,Field Trips",14050 TELGE RD  CYPRESS TX- 77429 1837,14050 TELGE RD  CYPRESS TX- 77429 1837,2812560020.0,HARRIS,www.krkcolescrossing.com,Virginia Pinkard,Full Permit,02/25/2008,YES,Y,06:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,309.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,3,1,0,0,8,0,4,1,"14050 TELGE RD CYPRESS TX- 77429 1837
(29.980248, -95.653318)",,10/25/2017 07:45:00 AM,REPORT,N,Yes,True
25,318135,428424502,1881371707,1270161756,746.305(a)(2) - Report Child Injury Requiring Medical Treatment,Medium High,N,12/20/2017 12:00:00 AM,01/03/2018 12:00:00 AM,The operation did not report an incident to licensing that required medical care.,NO,Licensed Center,874676,Kids R Kids Cole's Crossing,"After School Care,Drop-In Care,Skill Classes,Part Time Care,Transportation to/from School ,Field Trips",14050 TELGE RD  CYPRESS TX- 77429 1837,14050 TELGE RD  CYPRESS TX- 77429 1837,2812560020.0,HARRIS,www.krkcolescrossing.com,Virginia Pinkard,Full Permit,02/25/2008,YES,Y,06:00 AM-06:00 PM,"Mon,Tue,Wed,Thu,Fri",,309.0,0,0,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,3,1,0,0,8,0,4,1,"14050 TELGE RD CYPRESS TX- 77429 1837
(29.980248, -95.653318)",,10/25/2017 07:45:00 AM,REPORT,N,Yes,True
